,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Overall Qual,Overall Cond,Gr Liv Area,Kitchen Qual,Garage Area,Garage Qual,Garage Cond,Sale Type,SalePrice
845,IR1,HLS,Inside,Crawfor,TwnhsE,2004,2005,Gd,TA,7,5,1646,Ex,482.0,TA,TA,WD ,250000
846,Reg,Lvl,Inside,Blmngtn,TwnhsE,2005,2006,Gd,TA,7,5,1248,Gd,438.0,TA,TA,New,167240
847,IR1,Lvl,Corner,Somerst,TwnhsE,2004,2005,Gd,TA,7,5,1245,Gd,495.0,TA,TA,WD ,178000
848,Reg,Lvl,Inside,NWAmes,1Fam,1963,1963,TA,TA,6,5,1052,TA,311.0,TA,TA,COD,127000
849,IR1,Lvl,Inside,NWAmes,1Fam,1967,1967,TA,TA,6,6,1829,TA,535.0,TA,TA,WD ,218500
850,IR1,Lvl,Inside,NAmes,1Fam,1956,1956,TA,TA,4,7,952,TA,283.0,TA,TA,WD ,135750
851,Reg,Lvl,Inside,NAmes,1Fam,2003,2009,Gd,TA,7,5,1480,Gd,620.0,TA,TA,WD ,214000
852,IR1,Lvl,Corner,SawyerW,1Fam,2005,2006,Gd,TA,8,5,1844,Gd,620.0,TA,TA,COD,257000
853,Reg,Lvl,Inside,BrkSide,1Fam,1937,2000,TA,Gd,6,7,1497,TA,672.0,TA,TA,WD ,157000
854,Reg,Lvl,Inside,IDOTRR,1Fam,1942,1950,TA,TA,5,6,976,TA,215.0,TA,TA,WD ,102000
855,IR1,HLS,Inside,Crawfor,1Fam,1921,2006,TA,Gd,5,7,964,TA,432.0,TA,TA,WD ,163500
856,IR1,Lvl,Inside,CollgCr,1Fam,1999,1999,Gd,TA,7,5,1501,Gd,577.0,TA,TA,WD ,204000
857,Reg,Lvl,Inside,Edwards,1Fam,1956,1956,TA,TA,5,5,1560,TA,313.0,TA,TA,WD ,103500
858,Reg,Bnk,Inside,SWISU,2fmCon,1914,1995,Fa,TA,6,7,3395,Fa,0.0,,,WD ,200000
859,Reg,HLS,Inside,SWISU,1Fam,1958,1958,TA,TA,5,5,864,TA,399.0,TA,TA,WD ,118000
860,Reg,Lvl,Inside,CollgCr,1Fam,2000,2000,Gd,TA,7,5,1525,Gd,541.0,TA,TA,WD ,235000
861,Reg,Lvl,Inside,NAmes,Duplex,1962,1962,TA,TA,5,6,1190,TA,540.0,TA,TA,WD ,132500
862,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1830,Gd,859.0,TA,TA,WD ,221300
863,Reg,Lvl,FR2,CollgCr,1Fam,2004,2004,Gd,TA,7,5,1500,Gd,570.0,TA,TA,WD ,190000
864,IR1,Lvl,Inside,CollgCr,1Fam,2002,2002,Gd,TA,7,5,1762,Gd,591.0,TA,TA,WD ,222000
865,Reg,Lvl,Inside,Crawfor,1Fam,1959,2002,Gd,Gd,7,8,1902,Ex,567.0,TA,TA,WD ,335000
866,Reg,Lvl,Inside,Somerst,1Fam,2008,2008,Gd,TA,8,5,1658,Gd,726.0,TA,TA,WD ,257500
867,IR1,Lvl,Inside,Somerst,1Fam,2008,2008,Gd,TA,9,5,1506,Ex,592.0,TA,TA,New,264132
868,Reg,Lvl,Inside,Sawyer,1Fam,1967,2004,TA,TA,5,7,899,Gd,288.0,TA,TA,WD ,130000
869,Reg,Lvl,Inside,BrkSide,1Fam,1930,1982,TA,TA,5,7,1654,TA,336.0,TA,TA,WD ,137000
870,Reg,Lvl,Inside,IDOTRR,1Fam,1930,1995,TA,TA,5,7,912,TA,360.0,TA,TA,WD ,99500
871,IR1,Lvl,Inside,Sawyer,Duplex,1978,1978,TA,TA,5,5,1373,TA,591.0,TA,TA,WD ,160250
872,Reg,Lvl,Inside,Edwards,Twnhs,2004,2004,Gd,TA,7,5,1709,Gd,380.0,TA,TA,WD ,130000
873,Reg,Lvl,Inside,IDOTRR,1Fam,1922,1950,TA,TA,5,7,816,TA,100.0,Fa,Fa,WD ,75200
874,Reg,Lvl,Inside,Mitchel,1Fam,1993,1996,TA,Gd,6,5,1091,TA,429.0,TA,TA,WD ,131250
875,IR1,Lvl,Inside,NAmes,1Fam,1960,1993,TA,TA,6,6,1081,TA,401.0,TA,TA,WD ,148000
876,IR1,Lvl,Inside,Sawyer,1Fam,1965,1965,TA,TA,5,5,1020,TA,288.0,TA,TA,Oth,124100
877,IR1,Lvl,Corner,NAmes,1Fam,1961,2007,Ex,TA,7,9,999,Ex,588.0,TA,TA,WD ,178400
878,IR1,Lvl,Inside,Edwards,Duplex,1977,1977,TA,TA,4,3,1440,TA,0.0,,,Oth,150000
879,IR2,Lvl,CulDSac,CollgCr,1Fam,1998,1999,Gd,TA,7,5,1753,TA,534.0,TA,TA,WD ,217000
880,IR1,Lvl,Inside,Somerst,1Fam,2005,2006,Gd,TA,8,5,1964,Gd,760.0,TA,TA,New,252000
881,Reg,Lvl,Inside,SawyerW,1Fam,2006,2006,Gd,TA,7,5,1141,Gd,484.0,TA,TA,WD ,152000
882,Reg,Lvl,Corner,BrkSide,1Fam,1929,2001,TA,TA,7,8,854,TA,576.0,TA,TA,WD ,132000
883,Reg,Lvl,Inside,OldTown,1Fam,1945,1950,TA,TA,6,7,1182,TA,378.0,Fa,TA,WD ,120000
884,IR1,Lvl,Inside,NridgHt,1Fam,2005,2006,Ex,TA,9,5,2091,Ex,521.0,TA,TA,New,338500
885,Reg,Lvl,Corner,NAmes,1Fam,1920,1994,TA,TA,4,7,985,TA,676.0,TA,TA,WD ,105000
886,IR2,HLS,FR2,Gilbert,1Fam,1996,1997,TA,TA,7,5,1446,TA,406.0,TA,TA,WD ,175000
887,Reg,Lvl,Inside,ClearCr,1Fam,1977,1977,TA,TA,7,5,2022,TA,505.0,TA,TA,WD ,192000
888,IR2,Lvl,FR2,CollgCr,1Fam,2004,2005,Gd,TA,7,5,1948,Gd,434.0,TA,TA,WD ,195000
889,Reg,Lvl,Inside,Somerst,1Fam,2008,2008,Gd,TA,8,5,1590,Gd,676.0,TA,TA,WD ,210000
890,Reg,Lvl,Inside,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1948,Gd,434.0,TA,TA,WD ,211000
891,Reg,Lvl,Inside,BrkSide,1Fam,1936,1950,TA,TA,4,6,1324,TA,240.0,TA,TA,WD ,128000
892,IR1,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,6,5,1425,TA,576.0,TA,TA,WD ,180500
893,Reg,Lvl,Inside,OldTown,2fmCon,1900,1950,TA,TA,5,5,2337,TA,560.0,TA,TA,WD ,90000
894,Reg,Lvl,Inside,NAmes,1Fam,1940,1996,TA,TA,5,7,908,TA,512.0,TA,TA,WD ,138500
895,Reg,Lvl,Inside,Gilbert,1Fam,2006,2006,Gd,TA,7,5,1492,Gd,440.0,TA,TA,New,169985
896,Reg,Lvl,Inside,NAmes,1Fam,1961,1961,TA,TA,5,4,1150,TA,288.0,TA,TA,WD ,146000
897,IR2,Lvl,CulDSac,SawyerW,1Fam,1993,1993,Gd,TA,7,5,2097,Gd,678.0,TA,TA,WD ,228000
898,Reg,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,5,6,1256,Gd,311.0,TA,TA,WD ,159000
899,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1939,Gd,1053.0,TA,TA,New,266000
900,Reg,Lvl,Inside,OldTown,1Fam,1924,1950,TA,Gd,5,7,1566,Gd,450.0,TA,TA,WD ,139000
901,Reg,Lvl,Inside,Edwards,2fmCon,1955,1955,TA,TA,4,5,784,TA,0.0,,,WD ,91900
902,Reg,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,8,5,1500,Gd,674.0,TA,TA,WD ,212999
903,IR1,Lvl,FR2,NridgHt,1Fam,2004,2005,Gd,TA,9,5,1850,Gd,772.0,TA,TA,WD ,326000
904,IR1,Lvl,Inside,Gilbert,1Fam,2004,2004,Gd,TA,6,5,1515,Gd,393.0,TA,TA,WD ,179000
905,IR1,HLS,Inside,Timber,1Fam,2006,2007,Gd,TA,8,5,1537,Gd,788.0,TA,TA,WD ,294000
906,Reg,Lvl,Inside,BrDale,Twnhs,1972,1972,TA,TA,6,6,987,TA,288.0,TA,TA,WD ,97000
907,Reg,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1962,Gd,868.0,TA,TA,New,239799
908,Reg,Lvl,Inside,NAmes,1Fam,1961,1990,TA,TA,5,6,1433,TA,441.0,TA,TA,WD ,161000
909,Reg,Lvl,Inside,CollgCr,TwnhsE,2003,2003,Gd,TA,6,5,848,Gd,420.0,TA,TA,WD ,136500
910,Reg,Lvl,Inside,BrDale,Twnhs,1972,2007,TA,TA,6,8,987,Gd,264.0,TA,TA,WD ,118000
911,Reg,Lvl,Corner,Mitchel,1Fam,1982,2006,TA,TA,4,6,845,TA,360.0,TA,TA,WD ,129500
912,Reg,Lvl,Inside,BrkSide,1Fam,1925,2007,Gd,Gd,7,7,1548,Ex,672.0,TA,TA,WD ,205000
913,IR1,Lvl,CulDSac,Crawfor,1Fam,1957,1975,Gd,TA,6,3,2515,TA,484.0,TA,TA,WD ,200624
914,Reg,Lvl,Inside,NridgHt,1Fam,2006,2007,Gd,TA,8,5,1694,Gd,856.0,TA,TA,New,322400
915,Reg,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,8,5,1602,Gd,810.0,TA,TA,WD ,293200
916,IR1,Lvl,Inside,NridgHt,TwnhsE,2005,2005,Ex,TA,9,5,1684,Ex,564.0,TA,TA,WD ,266000
917,Reg,Lvl,Inside,Sawyer,1Fam,1978,1978,TA,TA,6,5,1683,TA,440.0,TA,TA,WD ,172500
918,Reg,Lvl,Corner,OldTown,1Fam,1890,1996,TA,TA,5,6,1869,TA,456.0,TA,TA,WD ,124900
919,Reg,Lvl,Inside,BrkSide,1Fam,1923,1950,TA,TA,6,6,1432,Gd,216.0,Fa,TA,WD ,149000
920,Reg,Lvl,FR2,CollgCr,1Fam,2004,2004,Gd,TA,7,5,1414,Gd,494.0,TA,TA,WD ,185500
921,Reg,Lvl,Corner,CollgCr,1Fam,2002,2002,Gd,TA,8,5,1358,Gd,418.0,TA,TA,WD ,220000
922,Reg,Lvl,Inside,Somerst,1Fam,2007,2007,Gd,TA,8,5,1496,Gd,474.0,TA,TA,New,225000
923,IR1,Lvl,Inside,NAmes,1Fam,1950,1950,TA,TA,6,5,932,Gd,306.0,TA,TA,WD ,124000
924,Reg,Lvl,Corner,NAmes,Duplex,1950,1950,TA,TA,3,4,1040,TA,400.0,TA,TA,WD ,92900
925,Reg,Lvl,Inside,BrkSide,1Fam,1925,1950,TA,Fa,5,5,1072,TA,1184.0,Fa,TA,WD ,126500
926,IR1,Lvl,FR2,NAmes,1Fam,1972,1972,TA,TA,4,5,864,TA,576.0,TA,TA,COD,111250
927,Reg,Lvl,FR2,NoRidge,1Fam,2000,2000,Gd,TA,8,5,2285,Gd,648.0,TA,TA,WD ,248000
928,Reg,Lvl,Inside,NAmes,1Fam,1963,1963,TA,TA,5,5,1117,TA,264.0,TA,TA,COD,136870
929,Reg,Lvl,Inside,CollgCr,TwnhsE,2003,2003,Gd,TA,6,5,848,Gd,420.0,TA,TA,WD ,133000
930,Reg,Lvl,Inside,NAmes,1Fam,1956,1956,TA,TA,5,5,1048,TA,286.0,TA,TA,WD ,135000
931,Reg,Lvl,FR2,NAmes,1Fam,1969,1969,TA,TA,4,6,936,TA,288.0,TA,TA,COD,111900
932,Reg,Lvl,Inside,NAmes,1Fam,1962,1980,TA,Gd,5,7,1283,TA,506.0,TA,TA,WD ,140000
933,Reg,Lvl,Inside,ClearCr,1Fam,1959,1959,TA,TA,4,4,1588,TA,680.0,TA,TA,WD ,134432
934,IR1,HLS,Inside,StoneBr,1Fam,2006,2007,Ex,TA,10,5,2042,Ex,724.0,TA,TA,New,455000
935,Reg,Lvl,Inside,NoRidge,1Fam,1994,1994,Gd,TA,8,5,2526,Gd,844.0,TA,TA,WD ,290000
936,IR2,Lvl,CulDSac,CollgCr,1Fam,1999,1999,Gd,TA,7,5,1873,Gd,597.0,TA,TA,WD ,235500
937,Reg,Lvl,Inside,OldTown,1Fam,1900,2004,TA,TA,6,8,1416,Gd,400.0,TA,TA,WD ,156500
938,IR1,Lvl,Inside,Gilbert,1Fam,2000,2000,TA,TA,6,5,1664,TA,460.0,TA,TA,WD ,172400
939,Reg,Lvl,Corner,Somerst,1Fam,2007,2008,Gd,TA,7,5,1428,Gd,480.0,TA,TA,New,182000
940,IR1,Lvl,Inside,NridgHt,1Fam,2005,2006,Ex,TA,9,5,1792,Gd,925.0,TA,TA,New,372397
941,IR3,Lvl,Corner,SawyerW,1Fam,1995,2002,Gd,TA,6,5,2814,Gd,614.0,TA,TA,WD ,260000
942,Reg,Lvl,Inside,IDOTRR,1Fam,1919,1950,TA,TA,5,4,819,Gd,0.0,,,WD ,72000
943,Reg,Lvl,Inside,IDOTRR,2fmCon,1915,1950,Fa,Fa,3,3,1344,TA,0.0,,,WD ,82375
944,IR1,Lvl,Corner,NWAmes,1Fam,1972,1972,TA,TA,6,6,2119,TA,583.0,TA,TA,COD,158000
945,Reg,Lvl,Inside,BrkSide,1Fam,1948,2001,TA,TA,5,5,1285,TA,240.0,TA,TA,WD ,127000
946,Reg,Low,Inside,SawyerW,1Fam,1987,1987,Gd,TA,7,5,1433,Gd,528.0,Gd,Gd,WD ,270000
947,IR1,Low,Inside,SawyerW,1Fam,1983,2009,Gd,TA,8,8,2132,Gd,612.0,Gd,TA,WD ,316600
948,IR1,Lvl,Corner,Edwards,1Fam,1959,2006,TA,TA,6,7,1357,Ex,312.0,TA,TA,WD ,177000
949,IR1,Lvl,CulDSac,SawyerW,1Fam,1990,1991,Gd,TA,7,7,2196,Gd,701.0,TA,TA,WD ,271900
950,Reg,Lvl,Inside,MeadowV,TwnhsE,1976,1976,TA,TA,5,6,1304,TA,336.0,TA,TA,WD ,115000
951,Reg,Lvl,Inside,OldTown,1Fam,1872,1987,TA,Gd,8,5,2358,TA,0.0,,,WD ,122000
952,IR1,HLS,CulDSac,Crawfor,1Fam,1986,1986,Gd,TA,8,5,2726,Gd,691.0,Gd,Gd,WD ,315000
953,IR1,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1797,Gd,639.0,TA,TA,WD ,213500
954,Reg,Lvl,Inside,NAmes,1Fam,1950,1950,TA,TA,5,7,1040,TA,625.0,TA,TA,WD ,109500
955,Reg,Lvl,Inside,OldTown,1Fam,1948,1950,TA,TA,5,5,789,TA,250.0,TA,TA,WD ,115000
956,Reg,Lvl,Inside,Somerst,TwnhsE,2004,2004,Gd,TA,7,5,1143,Gd,588.0,TA,TA,WD ,176400
957,IR1,Lvl,Inside,NWAmes,1Fam,1968,1968,TA,TA,6,7,1489,Gd,462.0,TA,TA,WD ,185750
958,IR1,Lvl,Inside,CollgCr,1Fam,1999,2000,Gd,TA,8,5,1852,Gd,660.0,TA,TA,WD ,230000
959,Reg,HLS,Inside,Edwards,1Fam,1958,1958,TA,TA,4,5,960,TA,0.0,,,WD ,90000
961,Reg,Lvl,Inside,Mitchel,1Fam,1970,1970,TA,Gd,5,7,768,TA,624.0,TA,TA,WD ,129500
962,Reg,Lvl,Inside,NAmes,1Fam,1956,1994,TA,TA,6,6,1124,TA,353.0,TA,TA,WD ,153000
963,Reg,Lvl,Inside,Somerst,TwnhsE,2009,2009,Gd,TA,6,5,1224,Gd,528.0,TA,TA,New,173733
964,Reg,Lvl,Inside,SawyerW,1Fam,2006,2007,TA,TA,6,5,1100,TA,0.0,,,New,146000
965,Reg,Lvl,Corner,NAmes,1Fam,1949,1950,TA,Gd,6,6,1556,TA,470.0,TA,TA,WD ,172500
966,IR1,Low,Corner,Mitchel,1Fam,1977,1977,TA,TA,6,6,1356,TA,528.0,TA,TA,WD ,188000
967,Reg,Lvl,FR2,Veenker,1Fam,1976,1976,TA,TA,6,8,1262,TA,460.0,TA,TA,WD ,181500
968,IR2,Lvl,CulDSac,CollgCr,1Fam,1996,1996,Gd,TA,7,6,1661,Gd,550.0,TA,TA,ConLw,212000
969,Reg,Lvl,Inside,NWAmes,1Fam,1978,1978,TA,TA,7,5,1857,TA,482.0,TA,TA,WD ,188900
970,Reg,Lvl,Inside,BrkSide,1Fam,1946,1950,Fa,Fa,3,3,666,Gd,0.0,,,WD ,64500
971,IR1,Low,CulDSac,ClearCr,1Fam,1978,1992,TA,TA,6,5,1981,Gd,522.0,TA,TA,WD ,230000
972,Reg,Lvl,Inside,Edwards,1Fam,1925,1950,TA,Gd,5,6,1351,TA,576.0,TA,TA,WD ,122000
973,Reg,Lvl,Inside,NAmes,1Fam,1956,1956,TA,TA,5,5,1005,TA,319.0,TA,TA,WD ,133500
974,Reg,Lvl,Corner,OldTown,1Fam,1920,1950,Gd,Gd,6,7,2792,TA,520.0,Fa,TA,WD ,256000
975,Reg,Lvl,Inside,MeadowV,TwnhsE,1976,1976,TA,TA,5,7,1475,TA,336.0,TA,TA,WD ,129500
976,Reg,Lvl,Inside,CollgCr,1Fam,2003,2003,Gd,TA,8,5,1978,Gd,850.0,TA,TA,WD ,318000
977,IR1,Lvl,Inside,NridgHt,1Fam,2006,2006,Gd,TA,8,5,1606,Gd,871.0,TA,TA,WD ,255900
978,Reg,Lvl,Inside,SawyerW,1Fam,2004,2004,TA,TA,6,5,1158,Gd,0.0,,,WD ,143500
979,IR1,Lvl,Inside,NridgHt,1Fam,2005,2006,Gd,TA,8,5,1822,Ex,678.0,TA,TA,WD ,259000
980,Reg,Bnk,Corner,Crawfor,1Fam,1953,1953,TA,Gd,6,5,2259,Gd,450.0,TA,TA,COD,217000
981,IR1,Bnk,Inside,BrkSide,1Fam,1923,1950,TA,TA,6,7,1635,TA,440.0,TA,TA,WD ,210000
982,IR1,Lvl,Inside,NAmes,1Fam,1970,1970,TA,TA,5,6,1002,TA,902.0,TA,TA,WD ,148500
983,IR1,Lvl,Inside,Gilbert,1Fam,2006,2007,TA,TA,6,5,1412,Gd,432.0,TA,TA,New,156932
984,IR1,Lvl,Inside,NAmes,Duplex,1965,1965,TA,TA,5,5,1728,TA,576.0,TA,TA,WD ,145000
985,Reg,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,7,5,1290,Gd,662.0,TA,TA,WD ,200000
986,Reg,Lvl,Inside,NridgHt,1Fam,2005,2006,Ex,TA,10,5,2046,Ex,878.0,TA,TA,WD ,450000
987,Reg,Lvl,Inside,Somerst,TwnhsE,1999,1999,TA,TA,6,5,1471,TA,440.0,TA,TA,WD ,172500
988,Reg,Lvl,Inside,NWAmes,1Fam,1974,1997,TA,TA,6,7,2614,TA,624.0,TA,TA,WD ,240000
989,IR1,Lvl,Corner,Somerst,1Fam,2004,2005,Gd,TA,8,5,2466,Gd,610.0,TA,TA,WD ,340000
990,IR1,HLS,Inside,Timber,1Fam,2007,2007,Gd,TA,8,5,1466,Gd,610.0,TA,TA,WD ,201000
991,Reg,Lvl,Corner,CollgCr,1Fam,1975,1975,TA,TA,5,6,969,TA,440.0,TA,TA,WD ,122000
992,Reg,Lvl,Inside,NWAmes,1Fam,1978,1985,TA,TA,7,6,1664,Gd,663.0,TA,TA,WD ,213000
993,Reg,Lvl,Inside,NAmes,1Fam,1967,1967,Gd,TA,6,5,1691,TA,550.0,Gd,TA,WD ,175000
994,Reg,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,7,5,1208,Gd,628.0,TA,TA,New,195400
995,Reg,Lvl,Inside,Sawyer,1Fam,1967,1967,TA,TA,5,6,1052,TA,668.0,TA,TA,WD ,113500
996,Reg,Lvl,Inside,BrkSide,1Fam,1939,1950,TA,TA,6,5,1577,Fa,312.0,TA,TA,WD ,140200
997,Reg,Lvl,Inside,Sawyer,1Fam,1968,1968,TA,TA,5,6,909,TA,294.0,TA,TA,COD,116000
998,Reg,Lvl,Inside,Timber,1Fam,2005,2006,Ex,TA,9,5,1838,Ex,682.0,TA,TA,New,359900
999,IR1,Lvl,Inside,CollgCr,1Fam,1977,1977,TA,TA,6,6,1388,TA,317.0,TA,TA,WD ,157500
1000,IR1,Lvl,Inside,ClearCr,1Fam,1955,1993,Gd,TA,5,5,1867,TA,303.0,TA,TA,COD,190000
1001,Reg,Lvl,FR2,BrkSide,1Fam,1924,1950,TA,TA,5,5,1301,Fa,440.0,TA,TA,WD ,100000
1002,Reg,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,6,6,1251,TA,461.0,TA,TA,WD ,160000
1003,IR1,Lvl,Inside,CollgCr,1Fam,2002,2001,Gd,TA,7,5,1444,Gd,577.0,TA,TA,WD ,203000
1004,IR1,Lvl,Inside,NoRidge,1Fam,1990,1990,Gd,TA,8,5,2810,Gd,750.0,Gd,Gd,WD ,302000
1005,Reg,Lvl,Inside,SawyerW,TwnhsE,1980,1980,TA,TA,6,5,923,TA,264.0,TA,TA,WD ,143000
1006,IR3,Lvl,Inside,CollgCr,1Fam,1998,1999,Gd,TA,8,5,2452,Gd,683.0,TA,TA,WD ,267000
1007,IR1,Lvl,Inside,NAmes,Duplex,1964,1964,TA,TA,4,5,1224,TA,530.0,TA,TA,WD ,103000
1008,Reg,Lvl,FR2,Mitchel,TwnhsE,1998,1998,TA,Gd,6,5,1337,TA,405.0,TA,TA,WD ,153500
1009,IR1,Lvl,CulDSac,Sawyer,1Fam,1975,1981,TA,TA,5,5,1701,TA,611.0,TA,TA,WD ,171000
1010,Reg,Lvl,FR2,Edwards,1Fam,1924,1950,TA,TA,4,5,1669,TA,288.0,Fa,TA,WD ,107000
1011,IR1,Lvl,Inside,NAmes,1Fam,1968,1968,TA,TA,6,6,952,TA,288.0,TA,TA,WD ,128500
1012,Reg,Lvl,Inside,NAmes,1Fam,1957,1957,TA,TA,5,5,922,TA,308.0,TA,TA,WD ,116000
1013,Reg,Low,Inside,Mitchel,1Fam,1977,1977,TA,TA,5,5,1126,TA,484.0,TA,TA,WD ,160000
1014,IR1,HLS,Inside,StoneBr,TwnhsE,1992,1992,Gd,TA,8,5,1280,Gd,506.0,TA,TA,WD ,180000
1015,Reg,Lvl,Inside,NAmes,1Fam,1970,2002,TA,TA,5,5,914,Ex,368.0,TA,Gd,WD ,133000
1016,Reg,Lvl,Inside,Mitchel,Duplex,1997,1997,TA,Gd,7,5,1368,TA,784.0,TA,TA,WD ,215000
1017,IR1,Bnk,Inside,Crawfor,1Fam,1942,1950,TA,TA,6,7,1494,Gd,213.0,TA,TA,WD ,177500
1018,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1534,Gd,484.0,TA,TA,WD ,215000
1019,Reg,Lvl,Inside,BrkSide,1Fam,1938,1950,TA,TA,5,6,1582,TA,250.0,Fa,TA,WD ,150000
1020,Reg,Lvl,Corner,SawyerW,1Fam,1990,1990,TA,TA,7,5,3222,Gd,594.0,TA,TA,WD ,320000
1021,Reg,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,6,6,1516,TA,472.0,TA,TA,WD ,167000
1022,Reg,Lvl,Inside,Edwards,1Fam,1935,1950,TA,TA,5,7,1032,TA,260.0,TA,TA,WD ,125000
1023,Reg,Lvl,Inside,OldTown,1Fam,1949,1992,TA,TA,3,1,1588,TA,0.0,,,WD ,65000
1024,IR1,Lvl,Corner,CollgCr,1Fam,2007,2007,Gd,TA,7,5,1316,Gd,440.0,TA,TA,New,200141
1025,Reg,Lvl,FR2,Somerst,1Fam,2007,2007,Gd,TA,7,5,1528,Gd,480.0,TA,TA,New,235876
1026,Reg,Bnk,Inside,IDOTRR,1Fam,1900,1993,TA,TA,5,6,2168,Gd,576.0,TA,TA,WD ,123000
1027,Reg,Lvl,Inside,Sawyer,1Fam,1951,1951,TA,Fa,5,5,1422,TA,288.0,TA,TA,WD ,137500
1028,Reg,Lvl,Inside,CollgCr,1Fam,1994,1995,TA,TA,4,5,990,TA,0.0,,,WD ,123600
1029,Reg,Lvl,Inside,NAmes,1Fam,1965,1965,TA,TA,6,5,1324,TA,440.0,TA,TA,WD ,160000
1030,Reg,Lvl,Inside,Gilbert,1Fam,2000,2000,TA,TA,6,5,1690,TA,463.0,TA,TA,WD ,181000
1031,IR1,HLS,Inside,OldTown,1Fam,1955,1995,TA,Gd,5,7,825,TA,720.0,TA,TA,WD ,125000
1032,Reg,Lvl,Inside,NWAmes,1Fam,1968,1968,TA,TA,6,6,1556,TA,441.0,TA,TA,WD ,154000
1033,Reg,Lvl,Inside,Mitchel,1Fam,1993,1994,Gd,Gd,6,5,1797,Gd,616.0,TA,TA,WD ,231000
1034,Reg,Lvl,Inside,NAmes,1Fam,1968,1968,TA,TA,5,6,1056,TA,304.0,TA,TA,WD ,142000
1035,IR2,Lvl,Inside,OldTown,1Fam,1892,1993,Gd,Gd,10,9,3608,Ex,840.0,Ex,TA,WD ,475000
1036,IR1,HLS,Inside,Crawfor,TwnhsE,2005,2006,Gd,TA,8,5,1778,Ex,495.0,TA,TA,New,375000
1037,Reg,Lvl,FR2,NAmes,1Fam,1971,1971,TA,TA,4,5,864,TA,0.0,,,ConLI,115000
1038,Reg,Lvl,Inside,Somerst,1Fam,2004,2005,Gd,TA,7,5,1221,Gd,400.0,TA,TA,WD ,185000
1039,Reg,Bnk,Corner,Edwards,1Fam,1920,1995,TA,TA,6,8,865,TA,216.0,TA,TA,WD ,108500
1040,Reg,Lvl,Inside,Somerst,Twnhs,2005,2005,Gd,TA,7,5,1223,Gd,480.0,TA,TA,WD ,147400
1041,Reg,Lvl,FR2,Somerst,TwnhsE,1999,1999,Gd,TA,7,5,1452,Gd,506.0,TA,TA,WD ,156000
1042,Reg,Lvl,Inside,IDOTRR,1Fam,1915,1978,TA,Fa,5,6,1308,TA,400.0,Fa,Fa,WD ,120000
1043,IR1,Lvl,Inside,Gilbert,1Fam,2004,2004,Gd,TA,7,5,1374,Gd,400.0,TA,TA,WD ,167000
1044,Reg,Lvl,Inside,Blmngtn,TwnhsE,2005,2006,Gd,TA,7,5,1504,Gd,437.0,TA,TA,WD ,191000
1045,IR1,HLS,Inside,Gilbert,1Fam,1997,1997,TA,TA,6,5,1384,TA,390.0,TA,TA,WD ,161500
1046,IR1,Lvl,Inside,NAmes,1Fam,1955,1975,TA,TA,5,6,1411,TA,310.0,TA,TA,COD,130000
1047,Reg,Lvl,Corner,Sawyer,1Fam,1963,1963,TA,TA,5,6,970,TA,624.0,TA,TA,WD ,132500
1048,Reg,Lvl,Inside,Sawyer,1Fam,1970,1970,TA,Gd,5,8,904,Gd,912.0,TA,TA,WD ,144000
1049,IR1,Lvl,CulDSac,Edwards,Duplex,1979,1979,TA,TA,5,6,2233,TA,579.0,TA,Gd,WD ,141000
1050,Reg,Lvl,Inside,CollgCr,1Fam,1972,2006,TA,Gd,4,8,875,Gd,728.0,TA,TA,WD ,117000
1051,Reg,Lvl,Inside,IDOTRR,2fmCon,1935,1982,TA,Fa,6,8,754,TA,0.0,,,WD ,84500
1052,IR1,Low,CulDSac,ClearCr,1Fam,1954,1994,TA,TA,4,6,1663,Gd,529.0,TA,TA,WD ,256000
1053,Reg,Lvl,Inside,NAmes,1Fam,1965,1965,TA,TA,5,6,925,TA,429.0,TA,TA,WD ,117500
1054,IR1,HLS,Inside,Crawfor,1Fam,1940,1950,Gd,Gd,5,7,1308,TA,256.0,TA,TA,WD ,160000
1055,Reg,Bnk,Inside,Sawyer,1Fam,1956,1998,TA,TA,5,5,1375,TA,323.0,TA,TA,WD ,187000
1056,Reg,Lvl,Inside,NridgHt,1Fam,2003,2003,Gd,TA,8,5,2385,Gd,818.0,TA,TA,WD ,350000
